,ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
239,BIRDSOT01,Otis,Birdsong,G,1977,1988,6.0,3.0,190.0,Houston,1955-12-09 00:00:00
240,BISHOGA01,Gale,Bishop,F,1948,1948,6.0,3.0,195.0,Washington State,1922-06-04 00:00:00
241,BLABUW01,Uwe,Blab,C,1985,1989,7.0,1.0,252.0,Indiana,1962-03-26 00:00:00
242,BLACKCH01,Charlie,Black,F,1948,1951,6.0,4.5,200.0,Kansas,1921-06-15 00:00:00
243,BLACKNO01,Norman,Black,G,1980,1980,6.0,5.0,185.0,St. Joseph's (PA),1957-11-12 00:00:00
244,BLACKTO01,Tom,Black,C,1970,1970,6.0,10.0,220.0,South Dakota State,1941-07-09 00:00:00
245,BLACKRO01,Rolando,Blackman,G,1981,1993,6.0,6.0,190.0,Kansas State,1959-02-26 00:00:00
246,BLACKAL01,Alex,Blackwell,F,1992,1992,6.0,6.0,250.0,Monmouth College,1970-06-27 00:00:00
247,BLACKCO01,Cory,Blackwell,F,1984,1984,6.0,6.0,210.0,Wisconsin,1963-03-27 00:00:00
248,BLACKJA01,James,Blackwell,G,1994,1994,6.0,0.0,190.0,Dartmouth,1968-02-25 00:00:00
249,BLACKNA01,Nate,Blackwell,G,1987,1987,6.0,4.0,170.0,Temple,1965-02-15 00:00:00
250,BLAKEST01,Steve,Blake,G,2003,2004,6.0,3.0,172.0,Maryland,1980-02-26 00:00:00
251,BLANEGE01,George,Blaney,G,1961,1961,6.0,1.0,175.0,Holy Cross,1939-11-12 00:00:00
252,BLANKLA01,Lance,Blanks,G,1990,1992,6.0,4.0,190.0,Texas,1966-09-09 00:00:00
253,BLANTRI01,Ricky,Blanton,F,1992,1992,6.0,7.0,215.0,LSU,1966-04-21 00:00:00
254,BLAYLMO01,Mookie,Blaylock,G,1989,2001,6.0,0.0,180.0,Oklahoma,1967-03-20 00:00:00
255,BLEVILE01,Leon,Blevins,G,1950,1950,6.0,2.0,160.0,Arizona,1926-06-25 00:00:00
256,BLOCKJO01,John,Block,F,1966,1975,6.0,9.0,207.0,USC,1944-04-16 00:00:00
257,BLOOMMI01,Mike,Bloom,C,1947,1948,6.0,6.0,190.0,Temple,1915-01-14 00:00:00
258,BLOUNCO01,Corie,Blount,F,1993,2003,6.0,9.0,240.0,Cincinnati,1969-01-04 00:00:00
259,BLOUNMA01,Mark,Blount,C,2000,2004,7.0,0.0,230.0,Pittsburgh,1975-11-30 00:00:00
260,BLUMERA01,Ray,Blume,G,1981,1981,6.0,4.0,185.0,Oregon State,1958-09-23 00:00:00
261,BOBBNE01,Nelson,Bobb,G,1949,1952,6.0,0.0,170.0,Temple,1924-02-25 00:00:00
262,BOBBITO01,Tony,Bobbitt,G,2004,2004,6.0,4.0,190.0,Cincinnati,1979-10-22 00:00:00
263,BOCKHAR01,Arlen,Bockhorn,G,1958,1964,6.0,4.0,200.0,Dayton,1933-07-08 00:00:00
264,BOERWTO01,Tom,Boerwinkle,C,1968,1977,7.0,0.0,265.0,Tennessee,1945-08-23 00:00:00
265,BOGANKE01,Keith,Bogans,G,2003,2004,6.0,5.0,215.0,Kentucky,1980-05-12 00:00:00
266,BOGUEMU01,Muggsy,Bogues,G,1987,2000,5.0,3.0,136.0,Wake Forest,1965-01-09 00:00:00
267,BOHANET01,Etdrick,Bohannon,F,1997,2000,6.0,9.0,220.0,Auburn-Montgomery,1973-05-29 00:00:00
268,BOLMA01,Manute,Bol,C,1985,1994,7.0,6.0,200.0,Bridgeport,1962-10-16 00:00:00
269,BOLGEBI01,Bill,Bolger,F,1953,1953,6.0,5.0,205.0,Georgetown,1931-08-21 00:00:00
270,BOLSTDO01,Doug,Bolstorff,G,1957,1957,6.0,4.0,195.0,Minnesota,1931-10-29 00:00:00
271,BONDPH01,Phil,Bond,G,1977,1977,6.0,2.0,175.0,Louisville,1954-07-27 00:00:00
272,BONDWA01,Walter,Bond,G,1992,1994,6.0,5.0,200.0,Minnesota,1969-02-01 00:00:00
273,BONEYDE01,Dexter,Boney,G,1996,1996,6.0,4.0,185.0,UNLV,1970-04-27 00:00:00
274,BONHARO01,Ron,Bonham,F,1964,1967,6.0,4.5,192.0,Cincinnati,1942-05-31 00:00:00
275,BONNEAN01,Anthony,Bonner,F,1990,1995,6.0,8.0,215.0,Saint Louis,1968-06-08 00:00:00
276,BONNEMA01,Matt,Bonner,F,2004,2004,6.0,10.0,237.0,Florida,1980-04-05 00:00:00
277,BONSAGE01,George,Bonsalle,F,1961,1961,6.0,8.0,220.0,Illinois,1935-07-01 00:00:00
278,BOOKEBU01,Butch,Booker,C,1969,1969,6.0,10.0,230.0,Cheyney State,1945-07-20 00:00:00
279,BOOKEME01,Melvin,Booker,G,1995,1996,6.0,1.0,185.0,Missouri,1972-08-20 00:00:00
280,BOONERO01,Ron,Boone,G,1968,1980,6.0,2.0,200.0,Idaho State,1946-09-06 00:00:00
281,BOOTHCA01,Calvin,Booth,C,1999,2004,6.0,11.0,230.0,Penn State,1976-05-07 00:00:00
282,BOOTHKE01,Keith,Booth,F,1997,1998,6.0,6.0,226.0,Maryland,1974-10-09 00:00:00
283,BOOZEBO01,Bob,Boozer,F,1960,1970,6.0,8.0,215.0,Kansas State,1937-04-26 00:00:00
284,BOOZECA01,Carlos,Boozer,C,2002,2004,6.0,9.0,280.0,Duke,1981-11-20 00:00:00
285,BORCHCU01,Curtis,Borchardt,C,2003,2004,7.0,0.0,240.0,Stanford,1980-09-13 00:00:00
286,BORNHJA01,Jake,Bornheimer,F,1948,1949,6.0,5.0,200.0,Muhlenberg,1927-06-29 00:00:00
287,BORRELA01,Lazaro,Borrell,F,1999,1999,6.0,8.0,220.0,none,1972-09-20 00:00:00
288,BORSACO01,Costic,Borsavage,C,1950,1950,6.0,8.0,220.0,Temple,1924-07-25 00:00:00
289,BORYLVI01,Vince,Boryla,F,1949,1953,6.0,4.5,210.0,Denver,1927-03-11 00:00:00
290,BOSHCH01,Chris,Bosh,F,2003,2004,6.0,10.0,210.0,Georgia Tech,1984-03-02 00:00:00
291,BOSTIJI01,Jim,Bostic,F,1977,1977,6.0,7.0,225.0,New Mexico State,1953-01-28 00:00:00
292,BOSTOLA01,Lawrence,Boston,F,1979,1979,6.0,8.0,225.0,Maryland,1956-05-18 00:00:00
293,BOSWETO01,Tom,Boswell,F,1975,1983,6.0,8.5,220.0,South Carolina,1953-10-02 00:00:00
294,BOUMTRU01,Ruben,Boumtje-Boumtje,C,2001,2003,7.0,0.0,257.0,Georgetown,1978-05-20 00:00:00
295,BOVENDO01,Don,Boven,F,1949,1952,6.0,4.0,210.0,Western Michigan,1925-03-06 00:00:00
296,BOWDLCA01,Cal,Bowdler,C,1999,2001,6.0,10.0,245.0,Old Dominion,1977-03-31 00:00:00
297,BOWENBR01,Bruce,Bowen,F,1996,2004,6.0,7.0,185.0,Cal. State-Fullerton,1971-06-14 00:00:00
298,BOWENRY01,Ryan,Bowen,F,1999,2004,6.0,7.0,215.0,Iowa,1975-11-20 00:00:00
299,BOWENTO01,Tom,Bowens,F,1967,1969,6.0,7.5,220.0,Grambling,1940-07-07 00:00:00
300,BOWIEAN01,Anthony,Bowie,G,1988,1997,6.0,6.0,190.0,Oklahoma,1963-11-09 00:00:00
301,BOWIESA01,Sam,Bowie,C,1984,1994,7.0,1.0,235.0,Kentucky,1961-03-17 00:00:00
302,BOWLIOR01,Orbie,Bowling,C,1967,1967,6.0,10.0,215.0,Tennessee,1939-03-21 00:00:00
303,BOWMAIR01,Ira,Bowman,F,1999,2001,6.0,5.0,195.0,Pennsylvania,1973-06-11 00:00:00
304,BOWMANA01,Nate,Bowman,C,1966,1971,6.0,10.0,230.0,Wichita State,1943-03-19 00:00:00
305,BOYCEDO01,Donnie,Boyce,G,1995,1996,6.0,5.0,196.0,Colorado,1973-09-02 00:00:00
306,BOYDDE01,Dennis,Boyd,G,1978,1978,6.0,1.0,175.0,Detroit,1954-05-21 00:00:00
307,BOYDFR01,Fred,Boyd,G,1972,1977,6.0,2.0,180.0,Oregon State,1950-06-13 00:00:00
308,BOYDKE01,Ken,Boyd,F,1974,1974,6.0,5.0,195.0,Boston University,1952-03-25 00:00:00
309,BOYKIEA01,Earl,Boykins,G,1998,2004,5.0,5.0,135.0,Eastern Michigan,1976-06-02 00:00:00
310,BOYKOHA01,Harry,Boykoff,C,1949,1950,6.0,9.5,225.0,St. John's,1922-07-24 00:00:00
311,BOYNEWI01,Winford,Boynes,G,1978,1980,6.0,6.0,185.0,San Francisco,1957-05-17 00:00:00
312,BRACEST01,Steve,Bracey,G,1972,1974,6.0,1.0,175.0,Tulsa,1950-08-01 00:00:00
313,BRADDGA01,Gary,Bradds,F,1964,1970,6.0,8.0,210.0,Ohio State,1942-07-26 00:00:00
314,BRADLAL01,Alonzo,Bradley,F,1977,1979,6.0,6.0,190.0,Texas Southern,1953-10-16 00:00:00
315,BRADLAL02,Alex,Bradley,F,1981,1981,6.0,6.0,215.0,Villanova,1959-10-30 00:00:00
316,BRADLBI01,Bill,Bradley,F,1967,1976,6.0,5.0,205.0,Princeton,1943-07-28 00:00:00
317,BRADLBI02,Bill,Bradley,G,1967,1967,5.0,11.0,165.0,Tennessee State,1941-01-01 00:00:00
318,BRADLCH01,Charles,Bradley,G,1981,1983,6.0,5.0,215.0,Wyoming,1959-05-16 00:00:00
319,BRADLDU01,Dudley,Bradley,G,1979,1988,6.0,6.0,195.0,North Carolina,1957-03-19 00:00:00
320,BRADLJI01,Jim,Bradley,F,1973,1975,6.0,8.0,215.0,Northern Illinois,1952-03-16 00:00:00
321,BRADLJO01,Joe,Bradley,G,1949,1949,6.0,3.0,175.0,Oklahoma A&M,1928-09-24 00:00:00
322,BRADLMI01,Michael,Bradley,F,2001,2004,6.0,10.0,225.0,Villanova,1979-04-18 00:00:00
323,BRADLSH01,Shawn,Bradley,C,1993,2004,7.0,5.0,235.0,Brigham Young,1972-03-22 00:00:00
324,BRADTMA01,Mark,Bradtke,C,1996,1996,6.0,10.0,265.0,none,1968-09-27 00:00:00
325,BRAGGMA01,Marques,Bragg,F,1995,1995,6.0,8.0,230.0,Providence,1970-03-24 00:00:00
326,BRAGGTO01,Torraye,Braggs,F,2003,2004,6.0,8.0,203.0,Xavier,1976-05-15 00:00:00
327,BRAMLAJ01,A.j.,Bramlett,C,1999,1999,6.0,10.0,227.0,Arizona,1977-01-10 00:00:00
328,BRANCAD01,Adrian,Branch,F,1986,1989,6.0,7.0,185.0,Maryland,1963-11-17 00:00:00
329,BRANDEL01,Elton,Brand,F,1999,2004,6.0,8.0,275.0,Duke,1979-03-11 00:00:00
330,BRANDTE01,Terrell,Brandon,G,1991,2001,5.0,11.0,180.0,Oregon,1970-05-20 00:00:00
331,BRANNBO01,Bob,Brannum,F,1949,1954,6.0,5.0,215.0,Michigan State,1925-05-28 00:00:00
332,BRANSBR01,Brad,Branson,F,1981,1982,6.0,10.0,220.0,SMU,1958-09-24 00:00:00
333,BRANSJE01,Jesse,Branson,F,1965,1967,6.0,7.0,195.0,Elon,1942-01-07 00:00:00
334,BRASCJI01,Jim,Brasco,G,1952,1952,6.0,1.0,170.0,NYU,1931-02-03 00:00:00
335,BRATZMI01,Mike,Bratz,G,1977,1985,6.0,2.0,185.0,Stanford,1955-10-17 00:00:00
336,BRAUNCA01,Carl,Braun,G,1947,1961,6.0,5.0,180.0,Colgate,1927-09-25 00:00:00
337,BREAUTI01,Tim,Breaux,F,1994,1997,6.0,7.0,215.0,Wyoming,1970-09-19 00:00:00
338,BREMEJR01,J.R.,Bremer,G,2002,2003,6.0,2.0,185.0,St. Bonaventure,1980-09-19 00:00:00
339,BRENNPE01,Pete,Brennan,F,1958,1958,6.0,6.0,205.0,North Carolina,1936-09-23 00:00:00
340,BRENNTO01,Tom,Brennan,F,1954,1954,6.0,3.0,195.0,Villanova,1930-08-06 00:00:00
341,BREUERA01,Randy,Breuer,C,1983,1993,7.0,3.0,230.0,Minnesota,1960-10-11 00:00:00
342,BREWEJA01,Jamison,Brewer,G,2001,2004,6.0,4.0,180.0,Auburn,1980-11-19 00:00:00
343,BREWEJI01,Jim,Brewer,F,1973,1981,6.0,9.0,210.0,Minnesota,1951-12-03 00:00:00
344,BREWERO01,Ron,Brewer,G,1978,1985,6.0,4.0,180.0,Arkansas,1955-09-16 00:00:00
345,BREZEPR01,Primoz,Brezec,F,2001,2004,7.0,1.0,243.0,None,1979-10-02 00:00:00
346,BRIANFR01,Frank,Brian,G,1949,1955,6.0,1.0,180.0,LSU,1923-05-01 00:00:00
347,BRICKFR01,Frank,Brickowski,F,1984,1996,6.0,9.0,240.0,Penn State,1959-08-14 00:00:00
348,BRIDGJU01,Junior,Bridgeman,F,1975,1986,6.0,5.0,210.0,Louisville,1953-09-17 00:00:00
349,BRIDGBI01,Bill,Bridges,F,1962,1974,6.0,5.5,228.0,Kansas,1939-04-04 00:00:00
350,BRIGHAL01,Al,Brightman,F,1946,1946,6.0,2.0,195.0,Long Beach State,1923-09-22 00:00:00
351,BRINDAU01,Audley,Brindley,F,1946,1946,6.0,4.0,175.0,Dartmouth,1923-12-31 00:00:00
352,BRISKJO01,John,Brisker,F,1969,1974,6.0,5.0,210.0,Toledo,1947-06-15 00:00:00
353,BRISTAL01,Allan,Bristow,F,1973,1982,6.0,7.0,210.0,Virginia Tech,1951-08-23 00:00:00
354,BRITTTY01,Tyrone,Britt,G,1967,1967,6.0,4.0,190.0,Johnson C. Smith,1944-04-18 00:00:00
355,BRITTWA01,Wayman,Britt,G,1977,1977,6.0,2.0,185.0,Michigan,1952-08-31 00:00:00
356,BRITTMI01,Mike,Brittain,C,1985,1986,7.0,0.0,235.0,South Carolina,1963-06-21 00:00:00
357,BRITTDA01,David,Britton,G,1980,1980,6.0,4.0,180.0,Texas A&M,1958-08-29 00:00:00
358,BROGAJI01,Jim,Brogan,G,1981,1982,6.0,4.0,185.0,West Virginia Wesleyan,1958-02-24 00:00:00
359,BROKAGA01,Gary,Brokaw,G,1974,1977,6.0,4.0,178.0,Notre Dame,1954-01-11 00:00:00
360,BROOKPR01,Price,Brookfield,F,1948,1949,6.0,4.0,185.0,West Texas State,1920-05-11 00:00:00
361,BROOKCL01,Clarence,Brookins,F,1970,1970,6.0,4.0,190.0,Temple,1946-01-01 00:00:00
362,BROOKKE01,Kevin,Brooks,F,1991,1993,6.0,6.0,200.0,Southwestern Louisiana,1969-10-12 00:00:00
363,BROOKMI01,Michael,Brooks,F,1980,1987,6.0,7.0,220.0,LaSalle,1958-08-17 00:00:00
364,BROOKSC01,Scott,Brooks,G,1988,1997,5.0,11.0,165.0,California-Irvine,1965-07-31 00:00:00
365,BROWNBO01,Bob,Brown,F,1948,1949,6.0,4.0,205.0,Miami (OH),1923-11-12 00:00:00
366,BROWNCH01,Chucky,Brown,F,1989,2001,6.0,7.0,214.0,North Carolina State,1968-02-29 00:00:00
367,BROWNDA01,Darrell,Brown,F,1948,1948,6.0,2.0,175.0,Humboldt State,1923-03-14 00:00:00
368,BROWNDA02,Damone,Brown,F,2001,2004,6.0,8.0,220.0,Syracuse,1979-06-28 00:00:00
369,BROWNDE01,Dee,Brown,G,1990,2001,6.0,1.0,160.0,Jacksonville,1968-11-29 00:00:00
370,BROWNER01,Ernest,Brown,C,2001,2001,7.0,0.0,255.0,Indian Hills CC,1979-05-17 00:00:00
371,BROWNFR01,Fred,Brown,G,1971,1983,6.0,3.0,182.0,Iowa,1948-08-07 00:00:00
372,BROWNGE01,George,Brown,F,1957,1957,6.0,6.0,190.0,Wayne State (MI),1935-10-30 00:00:00
373,BROWNGE02,Gerald,Brown,G,1998,1998,6.0,4.0,210.0,Pepperdine,1975-07-28 00:00:00
374,BROWNHA01,Harold,Brown,G,1946,1946,6.0,0.0,155.0,Evansville,1923-10-02 00:00:00
375,BROWNJO01,John,Brown,F,1973,1979,6.0,7.0,220.0,Missouri,1951-12-14 00:00:00
376,BROWNKE01,Kedrick,Brown,F,2001,2004,6.0,7.0,222.0,Okaloosa-Walton CC,1981-03-18 00:00:00
377,BROWNKW01,Kwame,Brown,F,2001,2004,6.0,11.0,243.0,None,1982-03-10 00:00:00
378,BROWNLA01,Larry,Brown,G,1967,1971,5.0,9.0,160.0,North Carolina  ,1940-09-14 00:00:00
379,BROWNLE01,Leon,Brown,F,1946,1946,6.0,3.0,190.0,Wyoming,1919-10-12 00:00:00
380,BROWNLE02,Lewis,Brown,C,1980,1980,6.0,11.0,225.0,UNLV,1955-02-19 00:00:00
381,BROWNMA01,Marcus,Brown,G,1996,1999,6.0,3.0,185.0,Murray State,1974-04-03 00:00:00
382,BROWNMI01,Mike,Brown,C,1986,1996,6.0,9.0,257.0,George Washington,1963-07-19 00:00:00
383,BROWNMY01,Myron,Brown,F,1991,1991,6.0,3.0,180.0,Slippery Rock,1969-11-03 00:00:00
384,BROWNPJ01,P.j.,Brown,F,1993,2004,6.0,11.0,225.0,Louisiana Tech,1969-10-14 00:00:00
385,BROWNRA01,Randy,Brown,G,1991,2002,6.0,2.0,190.0,New Mexico State,1968-05-22 00:00:00
386,BROWNRA02,Raymond,Brown,F,1989,1989,6.0,8.0,220.0,Idaho,1965-07-05 00:00:00
387,BROWNRI01,Rickey,Brown,C,1980,1984,6.0,10.0,215.0,Mississippi State,1958-08-20 00:00:00
388,BROWNRO01,Rogera,Brown,F,1967,1974,6.0,5.0,205.0,Dayton,1942-05-22 00:00:00
389,BROWNRO02,Roger,Brown,C,1972,1979,6.0,11.0,225.0,Kansas,1950-02-23 00:00:00
390,BROWNST01,Stan,Brown,F,1947,1951,6.0,3.0,200.0,none,1929-06-27 00:00:00
391,BROWNTI01,Tierre,Brown,G,2001,2004,6.0,2.0,189.0,McNeese State,1979-06-03 00:00:00
392,BROWNTO01,Tony,Brown,F,1984,1991,6.0,6.0,185.0,Arkansas,1960-07-29 00:00:00
393,BROWNDE02,Devin,Brown,F,2002,2004,6.0,5.0,235.0,Texas San Antonio,1978-12-30 00:00:00
394,BROWNJI01,Jim,Browne,C,1948,1949,6.0,10.0,235.0,none,1930-01-01 00:00:00
395,BRUNDST01,Stanley,Brundy,F,1989,1989,6.0,6.0,210.0,DePaul,1967-11-13 00:00:00
396,BRUNKBR01,Brian,Brunkhorst,F,1968,1968,6.0,5.5,208.0,Marquette,1945-06-12 00:00:00
397,BRUNSGE01,George,Bruns,G,1972,1972,6.0,0.0,160.0,Manhattan,1946-08-30 00:00:00
398,BRUNSRI01,Rick,Brunson,G,1997,2004,6.0,4.0,190.0,Temple,1972-06-14 00:00:00
399,BRYANEM01,Emmette,Bryant,G,1964,1971,6.0,1.0,175.0,DePaul,1938-11-04 00:00:00
400,BRYANJO01,Joe,Bryant,F,1975,1982,6.0,9.0,185.0,LaSalle,1954-10-19 00:00:00
401,BRYANKO01,Kobe,Bryant,G,1996,2004,6.0,6.0,200.0,none,1978-08-23 00:00:00
402,BRYANMA01,Mark,Bryant,F,1988,2002,6.0,9.0,245.0,Seton Hall,1965-04-25 00:00:00
403,BRYANWA01,Wallace,Bryant,C,1983,1985,7.0,0.0,245.0,San Francisco,1959-07-14 00:00:00
404,BRYNTO01,Torgeir,Bryn,F,1989,1989,6.0,9.0,250.0,SW Texas State,1964-08-08 00:00:00
405,BUCCIGE01,George,Bucci,G,1975,1975,6.0,3.0,200.0,Manhattan,1953-07-09 00:00:00
406,BUCKHJO01,Joe,Buckhalter,F,1961,1962,6.0,7.0,210.0,Tennessee State,1937-08-01 00:00:00
407,BUCKNST01,Steve,Bucknall,F,1989,1989,6.0,6.0,215.0,North Carolina,1966-03-17 00:00:00
408,BUCKNCL01,Cleveland,Buckner,F,1961,1962,6.0,9.0,210.0,Jackson State,1938-08-17 00:00:00
409,BUCKNGR01,Greg,Buckner,G,1999,2004,6.0,4.0,210.0,Clemson,1976-09-16 00:00:00
410,BUCKNQU01,Quinn,Buckner,G,1976,1985,6.0,3.0,190.0,Indiana,1954-08-20 00:00:00
411,BUDDDA01,Dave,Budd,F,1960,1964,6.0,6.0,205.0,Wake Forest,1938-10-28 00:00:00
412,BUDKOWA01,Walter,Budko,F,1948,1951,6.0,5.0,220.0,Columbia,1925-06-30 00:00:00
413,BUECHJU01,Jud,Buechler,F,1990,2001,6.0,6.0,220.0,Arizona,1968-06-19 00:00:00
414,BUFORRO01,Rodney,Buford,G,1999,2004,6.0,5.0,189.0,Creighton,1977-11-02 00:00:00
415,BULLAMA01,Matt,Bullard,F,1990,2001,6.0,10.0,215.0,Iowa,1967-06-05 00:00:00
416,BUNCELA01,Larry,Bunce,C,1967,1968,7.0,0.0,240.0,Utah State,1945-07-29 00:00:00
417,BUNCHGR01,Greg,Bunch,F,1978,1978,6.0,6.0,190.0,Cal. State-Fullerton,1956-05-15 00:00:00
418,BUNTDI01,Dick,Bunt,G,1952,1952,6.0,0.0,170.0,NYU,1930-07-13 00:00:00
419,BUNTIBI02,Bill,Buntin,C,1965,1965,6.0,7.0,250.0,Michigan,1942-05-05 00:00:00
420,BUNTIBI01,Bill,Bunting,F,1969,1971,6.0,8.0,200.0,North Carolina,1947-08-26 00:00:00
421,BURDELU01,Luther,Burden,G,1976,1977,6.0,2.0,185.0,Utah,1953-02-28 00:00:00
422,BURKEPA01,Pat,Burke,F,2002,2002,6.0,11.0,250.0,Auburn,1973-12-14 00:00:00
423,BURKMRO01,Roger,Burkman,G,1981,1981,6.0,5.0,175.0,Louisville,1958-05-22 00:00:00
424,BURKSAN01,Antonio,Burks,G,2004,2004,6.0,1.0,192.0,Memphis,1980-02-25 00:00:00
425,BURLETO01,Tom,Burleson,C,1974,1980,7.0,2.0,225.0,North Carolina State,1952-02-24 00:00:00
426,BURMAJA01,Jack,Burmaster,G,1949,1949,6.0,3.0,190.0,Illinois,1926-12-23 00:00:00
427,BURNSDA01,David,Burns,G,1981,1981,6.0,2.0,180.0,Saint Louis,1958-07-03 00:00:00
428,BURNSEV01,Evers,Burns,F,1993,1993,6.0,8.0,260.0,Maryland,1971-08-24 00:00:00
429,BURNSJI01,Jim,Burns,G,1967,1967,6.0,3.0,195.0,Northwestern,1945-09-21 00:00:00
430,BURRESC01,Scott,Burrell,F,1993,2000,6.0,7.0,218.0,Connecticut,1971-01-12 00:00:00
431,BURRIAR01,Art,Burris,F,1950,1951,6.0,5.0,220.0,Tennessee,1924-04-07 00:00:00
432,BURROJU01,Junior,Burrough,F,1995,1995,6.0,8.0,242.0,Virginia,1973-01-18 00:00:00
433,BURROBO01,Bob,Burrow,C,1956,1957,6.0,7.0,228.0,Kentucky,1934-06-29 00:00:00
434,BURTOED01,Ed,Burton,F,1961,1964,6.0,6.0,225.0,Michigan State,1939-08-13 00:00:00
435,BURTOWI01,Willie,Burton,F,1990,1998,6.0,8.0,210.0,Minnesota,1968-05-26 00:00:00
436,BURTTST01,Steve,Burtt,G,1984,1992,6.0,2.0,185.0,Iona,1962-11-05 00:00:00
437,BUSEDO01,Don,Buse,G,1972,1984,6.0,4.0,190.0,Evansville,1950-08-10 00:00:00
438,BUSTIDA01,Dave,Bustion,F,1972,1972,6.0,8.0,215.0,Denver,1949-08-30 00:00:00
439,BUTCHDO01,Donnie,Butcher,G,1961,1965,6.0,2.0,200.0,Pikeville,1936-02-08 00:00:00
440,BUTLEAL01,Al,Butler,G,1961,1964,6.0,2.0,175.0,Niagara,1938-07-09 00:00:00
441,BUTLEGR01,Greg,Butler,C,1988,1990,6.0,11.0,240.0,Stanford,1966-03-11 00:00:00
442,BUTLEMI01,Mitchell,Butler,G,1993,2003,6.0,5.0,210.0,UCLA,1970-12-15 00:00:00
443,BUTLEMI02,Mike,Butler,G,1968,1971,6.0,2.0,170.0,Memphis State,1946-10-22 00:00:00
444,BUTLECA01,Caron,Butler,F,2002,2004,6.0,7.0,235.0,Connecticut,1980-03-13 00:00:00
445,BUTLERA01,Rasual,Butler,F,2002,2004,6.0,7.0,205.0,La Salle,1979-05-23 00:00:00
446,BUTLEJA01,Jackie,Butler,F,2004,2004,6.0,9.0,263.0,Coastal Christian Academy (VA),1985-04-10 00:00:00
447,BYRDWA01,Walt,Byrd,F,1969,1969,6.0,7.0,205.0,Temple,1942-01-01 00:00:00
448,BYRNEMA01,Marty,Byrnes,F,1978,1982,6.0,7.0,215.0,Syracuse,1956-04-30 00:00:00
449,BYRNETO01,Tommy,Byrnes,G,1946,1950,6.0,3.0,175.0,Seton Hall,1923-02-19 00:00:00
450,BYTZUMI01,Mike,Bytzura,F,1946,1946,6.0,1.0,170.0,LIU,1922-06-18 00:00:00
451,CABARZA01,Zarko,Cabarkapa,F,2003,2004,6.0,11.0,235.0,UCLA,1981-05-21 00:00:00
452,CABLEBA01,Barney,Cable,F,1958,1963,6.0,7.0,175.0,Bradley,1935-07-29 00:00:00
453,CAFFEJA01,Jason,Caffey,F,1995,2002,6.0,8.0,255.0,Alabama,1973-06-12 00:00:00
454,CAGEMI01,Michael,Cage,C,1984,1999,6.0,9.0,224.0,San Diego State,1962-01-28 00:00:00
455,CALABGE01,Gerry,Calabrese,G,1950,1951,6.0,1.0,175.0,St. John's,1925-02-04 00:00:00
456,CALDWAD01,Adrian,Caldwell,F,1989,1997,6.0,8.0,265.0,Lamar,1966-07-04 00:00:00
457,CALDWJI01,Jim,Caldwell,C,1967,1968,6.0,10.0,240.0,Georgia Tech,1943-01-28 00:00:00
458,CALDWJO01,Joe,Caldwell,F,1964,1974,6.0,5.0,195.0,Arizona State,1941-11-01 00:00:00
459,CALHOBI01,Bill,Calhoun,F,1948,1954,6.0,3.0,180.0,San Francisco City,1927-11-04 00:00:00
460,CALHOCO01,Corky,Calhoun,F,1972,1979,6.0,7.0,210.0,Pennsylvania,1950-11-01 00:00:00
461,CALIPDE01,Demetrius,Calip,G,1991,1991,6.0,1.0,165.0,Michigan,1969-11-18 00:00:00
462,CALLATO01,Tom,Callahan,G,1946,1946,6.0,1.0,180.0,Rockhurst,1921-06-02 00:00:00
463,CALLORI01,Rick,Calloway,G,1990,1990,6.0,6.0,180.0,Kansas,1966-12-12 00:00:00
464,CALVEER01,Ernie,Calverley,G,1946,1948,5.0,10.0,145.0,Rhode Island,1924-01-30 00:00:00
465,CALVIMA01,Mack,Calvin,G,1969,1980,6.0,0.0,165.0,USC,1947-07-27 00:00:00
466,CAMBRDE01,Dexter,Cambridge,F,1992,1992,6.0,7.0,224.0,Texas,1970-01-29 00:00:00
467,CAMBYMA01,Marcus,Camby,C,1996,2004,6.0,11.0,220.0,Massachusetts,1974-03-22 00:00:00
468,CAMPBEL01,Elden,Campbell,C,1990,2004,6.0,11.0,215.0,Clemson,1968-07-23 00:00:00
469,CAMPBTO01,Tony,Campbell,F,1984,1994,6.0,7.0,215.0,Ohio State,1962-05-07 00:00:00
470,CANNOLA01,Larry,Cannon,G,1969,1973,6.0,4.0,195.0,LaSalle,1947-04-12 00:00:00
471,CARDFR01,Frank,Card,F,1968,1972,6.0,7.0,195.0,South Carolina State,1944-12-28 00:00:00
472,CARDIBR01,Brian,Cardinal,F,2000,2004,6.0,8.0,245.0,Purdue,1977-05-02 00:00:00
473,CARLHO01,Howie,Carl,G,1961,1961,5.0,9.0,160.0,DePaul,1938-06-07 00:00:00
474,CARLICH01,Chet,Carlisle,F,1946,1946,6.0,5.0,195.0,California,1916-11-02 00:00:00
475,CARLIRI01,Rick,Carlisle,G,1984,1989,6.0,5.0,210.0,Virginia,1959-10-27 00:00:00
476,CARLIGE01,Geno,Carlisle,G,2004,2004,6.0,3.0,180.0,California,1976-08-13 00:00:00
477,CARLODO01,Don,Carlos,G,1968,1968,6.0,4.5,210.0,Otterbein,1944-03-03 00:00:00
478,CARLSAL01,Al,Carlson,C,1975,1975,6.0,11.0,235.0,USC,1951-09-17 00:00:00
